type,query,result,source_num,count-example,down_links,count-example-num,time,holds_policies,holds_not_policies,unknown_policies
reachability,Type:reachability;IngressNodeRegex:^dominica$;FinalNodeRegex:stkittsnevis;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,1.0,,,0.0,7.677628755569458,160,12749,427
reachability,Type:reachability;IngressNodeRegex:^nodeid45$|^nodeid33$|^panama$|^nodeid38$|^nodeid29$|^nodeid67$|^nodeid49$|^costarica$|^nodeid27$|^dominicanrepublic$|^nodeid31$|^nodeid1$|^nodeid9$|^nodeid44$;FinalNodeRegex:nodeid59;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,14.0,,,0.0,18.674817085266113,174,12749,413
reachability,Type:reachability;IngressNodeRegex:^nodeid22$|^stmartin$|^nodeid8$|^nodeid50$|^stcroix$|^curacao$;FinalNodeRegex:puertorico;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,6.0,,,0.0,8.521867752075195,180,12749,407
reachability,Type:reachability;IngressNodeRegex:^nodeid45$|^nodeid33$|^panama$|^nodeid29$|^nodeid49$|^nodeid67$|^costarica$|^nodeid59$|^nodeid27$|^dominicanrepublic$|^nodeid31$|^nodeid1$|^nodeid9$|^nodeid44$;FinalNodeRegex:nodeid38;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,14.0,,,0.0,13.8299720287323,194,12749,393
reachability,Type:reachability;IngressNodeRegex:^nodeid22$|^puertorico$|^stmartin$|^nodeid8$|^nodeid50$|^curacao$;FinalNodeRegex:stcroix;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,6.0,,,0.0,12.854450941085815,200,12749,387
reachability,Type:reachability;IngressNodeRegex:^nodeid45$|^nodeid33$|^panama$|^nodeid38$|^nodeid29$|^nodeid67$|^nodeid49$|^costarica$|^nodeid59$|^nodeid27$|^dominicanrepublic$|^nodeid1$|^nodeid44$|^nodeid9$;FinalNodeRegex:nodeid31;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,14.0,,,0.0,14.485007047653198,214,12749,373
reachability,Type:reachability;IngressNodeRegex:^nodeid45$|^panama$|^nodeid38$|^nodeid29$|^nodeid49$|^nodeid67$|^costarica$|^nodeid59$|^nodeid27$|^dominicanrepublic$|^nodeid31$|^nodeid1$|^nodeid9$|^nodeid44$;FinalNodeRegex:nodeid33;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,14.0,,,0.0,12.986186504364014,228,12749,359
reachability,Type:reachability;IngressNodeRegex:^nodeid45$|^nodeid33$|^nodeid38$|^nodeid29$|^nodeid49$|^nodeid67$|^costarica$|^nodeid59$|^nodeid27$|^dominicanrepublic$|^nodeid31$|^nodeid1$|^nodeid9$|^nodeid44$;FinalNodeRegex:panama;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,14.0,,,0.0,15.33060908317566,242,12749,345
reachability,Type:reachability;IngressNodeRegex:^puertorico$|^stmartin$|^nodeid8$|^nodeid50$|^stcroix$|^curacao$;FinalNodeRegex:nodeid22;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,6.0,,,0.0,11.225255727767944,248,12749,339
reachability,Type:reachability;IngressNodeRegex:^nodeid22$|^puertorico$|^stmartin$|^nodeid8$|^nodeid50$|^stcroix$;FinalNodeRegex:curacao;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;,correct,6.0,,,0.0,7.878977537155151,254,12749,333
loadbalancing,Type:loadbalancing;IngressNodeRegex:^curacao$|^puertorico$;FinalNodeRegex:nodeid8;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,"['curacao', 'puertorico']","[""('stmartin', 'nodeid8')"", ""('nodeid8', 'stcroix')""]",2.0,0.900413990020752,254,12751,331
loadbalancing,Type:loadbalancing;IngressNodeRegex:^dominicanrepublic$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:4;,wrong,1.0,['dominicanrepublic'],"[""('nodeid22', 'stcroix')"", ""('guadeloupe', 'antigua')""]",1.0,0.935136079788208,254,12752,330
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid44$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid44'],"[""('nodeid49', 'nodeid31')"", ""('nodeid31', 'nodeid44')""]",1.0,1.5579748153686523,254,12753,329
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid59$|^panama$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:3;,wrong,2.0,['nodeid59'],"[""('nodeid39', 'jamaica')"", ""('jamaica', 'nodeid41')""]",1.0,1.2962088584899902,254,12754,328
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:3;,wrong,1.0,['panama'],"[""('nodeid67', 'honduras')"", ""('costarica', 'nodeid9')""]",1.0,1.3111176490783691,254,12755,327
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid45$;FinalNodeRegex:nodeid27;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:3;,wrong,1.0,['nodeid45'],"[""('costarica', 'nodeid9')"", ""('nodeid27', 'nodeid9')""]",1.0,1.2511017322540283,254,12756,326
loadbalancing,Type:loadbalancing;IngressNodeRegex:^dominicanrepublic$;FinalNodeRegex:nodeid27;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['dominicanrepublic'],"[""('puertorico', 'curacao')"", ""('nodeid38', 'nodeid41')""]",1.0,2.03169584274292,254,12757,325
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$|^nodeid45$;FinalNodeRegex:nodeid29;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['panama'],"[""('nodeid67', 'honduras')"", ""('costarica', 'nodeid9')""]",1.0,1.2855498790740967,254,12758,324
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid45$;FinalNodeRegex:nodeid29;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid45'],"[""('nodeid46', 'nodeid9')"", ""('nodeid49', 'nodeid31')""]",1.0,2.0411317348480225,254,12759,323
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid49$|^panama$;FinalNodeRegex:nodeid44;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['nodeid49'],"[""('nodeid45', 'nodeid33')"", ""('nodeid45', 'nodeid49')""]",1.0,1.3819835186004639,254,12760,322
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$;FinalNodeRegex:nodeid44;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['panama'],"[""('nodeid58', 'nodeid17')"", ""('nodeid27', 'nodeid9')""]",1.0,2.456627607345581,254,12761,321
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid67$|^nodeid59$|^nodeid29$|^dominicanrepublic$|^nodeid31$|^nodeid27$|^nodeid9$|^costarica$;FinalNodeRegex:nodeid45;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,8.0,"['nodeid67', 'nodeid29', 'dominicanrepublic', 'nodeid31', 'nodeid9', 'costarica']","[""('nodeid49', 'nodeid31')"", ""('nodeid31', 'nodeid44')""]",6.0,1.1203467845916748,254,12767,315
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid59$|^nodeid27$;FinalNodeRegex:nodeid45;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['nodeid27'],"[""('nodeid46', 'nodeid29')"", ""('nodeid46', 'nodeid9')""]",1.0,1.36598539352417,254,12768,314
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid59$;FinalNodeRegex:nodeid45;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid59'],"[""('nodeid45', 'nodeid44')"", ""('nodeid49', 'nodeid31')""]",1.0,1.0357413291931152,254,12769,313
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid50$;FinalNodeRegex:stmartin;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid50'],"[""('puertorico', 'stmartin')"", ""('puertorico', 'nodeid56')""]",1.0,1.3708393573760986,254,12770,312
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$|^nodeid45$;FinalNodeRegex:nodeid67;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['panama'],"[""('nodeid46', 'nodeid29')"", ""('nodeid46', 'nodeid9')""]",1.0,1.2283754348754883,254,12771,311
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid45$;FinalNodeRegex:nodeid67;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid45'],"[""('belize', 'nodeid28')"", ""('nodeid31', 'nodeid13')""]",1.0,1.9967448711395264,254,12772,310
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid59$|^dominicanrepublic$;FinalNodeRegex:nodeid1;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,"['nodeid59', 'dominicanrepublic']","[""('nodeid38', 'columbia')"", ""('columbia', 'nodeid1')""]",2.0,1.707268476486206,254,12774,308
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid27$;FinalNodeRegex:nodeid1;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:3;,wrong,1.0,['nodeid27'],"[""('nodeid33', 'nodeid49')"", ""('nodeid38', 'usa')""]",1.0,1.8260853290557861,254,12775,307
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid33$|^nodeid45$|^dominicanrepublic$;FinalNodeRegex:costarica;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,3.0,['nodeid33'],"[""('panama', 'costarica')"", ""('nodeid59', 'nodeid44')""]",1.0,1.894676923751831,254,12776,306
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid45$|^dominicanrepublic$;FinalNodeRegex:costarica;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['nodeid45'],"[""('nodeid45', 'nodeid44')"", ""('nodeid58', 'nodeid17')""]",1.0,1.1173999309539795,254,12777,305
loadbalancing,Type:loadbalancing;IngressNodeRegex:^dominicanrepublic$;FinalNodeRegex:costarica;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['dominicanrepublic'],"[""('panama', 'costarica')"", ""('costarica', 'nodeid9')""]",1.0,1.620041847229004,254,12778,304
loadbalancing,Type:loadbalancing;IngressNodeRegex:^stmartin$;FinalNodeRegex:nodeid50;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['stmartin'],"[""('nodeid8', 'stcroix')"", ""('nodeid8', 'nodeid50')""]",1.0,1.0518147945404053,254,12779,303
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid67$|^nodeid29$|^nodeid31$|^nodeid27$|^nodeid9$|^costarica$;FinalNodeRegex:dominicanrepublic;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:5;,wrong,6.0,"['nodeid67', 'nodeid29', 'nodeid31', 'nodeid27', 'nodeid9', 'costarica']","[""('nodeid67', 'honduras')"", ""('costarica', 'nodeid9')""]",6.0,0.924842119216919,254,12785,297
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$|^nodeid49$|^nodeid1$;FinalNodeRegex:dominicanrepublic;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,3.0,"['panama', 'nodeid49', 'nodeid1']","[""('nodeid39', 'dominicanrepublic')"", ""('turksandcaicos', 'nodeid17')""]",3.0,0.8826150894165039,254,12788,294
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid44$;FinalNodeRegex:dominicanrepublic;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:3;,wrong,1.0,['nodeid44'],"[""('stvincent', 'curacao')"", ""('nodeid59', 'nodeid44')""]",1.0,1.2191119194030762,254,12789,293
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$|^nodeid45$|^dominicanrepublic$;FinalNodeRegex:nodeid9;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,3.0,['dominicanrepublic'],"[""('nodeid27', 'nodeid0')"", ""('nodeid34', 'nodeid1')""]",1.0,1.3964664936065674,254,12790,292
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$|^nodeid45$;FinalNodeRegex:nodeid9;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['panama'],"[""('puertorico', 'curacao')"", ""('nodeid27', 'nodeid9')""]",1.0,1.6181323528289795,254,12791,291
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid45$;FinalNodeRegex:nodeid9;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid45'],"[""('nodeid45', 'nodeid49')"", ""('panama', 'nodeid34')""]",1.0,2.4489188194274902,254,12792,290
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid67$|^nodeid29$|^nodeid31$|^nodeid27$|^nodeid9$|^costarica$;FinalNodeRegex:nodeid59;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:4;,wrong,6.0,"['nodeid67', 'nodeid29', 'nodeid31', 'nodeid27', 'nodeid9', 'costarica']","[""('nodeid33', 'usa')"", ""('nodeid67', 'nodeid29')""]",6.0,1.1926491260528564,254,12798,284
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid44$;FinalNodeRegex:nodeid59;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:3;,wrong,1.0,['nodeid44'],"[""('nodeid45', 'nodeid44')"", ""('nodeid59', 'nodeid32')""]",1.0,1.8122334480285645,254,12799,283
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid8$;FinalNodeRegex:puertorico;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid8'],"[""('puertorico', 'nodeid56')"", ""('nodeid8', 'nodeid50')""]",1.0,2.3682332038879395,254,12800,282
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid59$;FinalNodeRegex:nodeid38;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid59'],"[""('nodeid33', 'nodeid49')"", ""('bahamas', 'nodeid59')""]",1.0,1.6031758785247803,254,12801,281
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid45$|^panama$;FinalNodeRegex:nodeid31;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['nodeid45'],"[""('nodeid45', 'nodeid49')"", ""('nodeid49', 'nodeid31')""]",1.0,1.5583853721618652,254,12802,280
loadbalancing,Type:loadbalancing;IngressNodeRegex:^panama$;FinalNodeRegex:nodeid31;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['panama'],"[""('panama', 'costarica')"", ""('nodeid34', 'nodeid1')""]",1.0,1.531374454498291,254,12803,279
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid59$;FinalNodeRegex:nodeid33;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid59'],"[""('bahamas', 'nodeid59')"", ""('nodeid67', 'nodeid29')""]",1.0,1.848252534866333,254,12804,278
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid59$|^dominicanrepublic$;FinalNodeRegex:panama;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,2.0,['nodeid59'],"[""('panama', 'nodeid34')"", ""('nodeid34', 'nodeid1')""]",1.0,1.2893192768096924,254,12805,277
loadbalancing,Type:loadbalancing;IngressNodeRegex:^dominicanrepublic$;FinalNodeRegex:panama;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['dominicanrepublic'],"[""('nodeid39', 'jamaica')"", ""('nodeid38', 'nodeid41')""]",1.0,1.6862125396728516,254,12806,276
loadbalancing,Type:loadbalancing;IngressNodeRegex:^nodeid8$;FinalNodeRegex:curacao;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;NumPaths:2;,wrong,1.0,['nodeid8'],"[""('nodeid22', 'stcroix')"", ""('puertorico', 'curacao')""]",1.0,1.0442049503326416,254,12807,275
waypoint,Type:waypoint;IngressNodeRegex:^stcroix$|^nodeid22$;FinalNodeRegex:nodeid8;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:stcroix;,wrong,2.0,['nodeid22'],"[""('nodeid22', 'stcroix')"", ""('nodeid8', 'nodeid50')""]",1.0,1.0902094841003418,254,12808,274
waypoint,Type:waypoint;IngressNodeRegex:^stcroix$;FinalNodeRegex:nodeid8;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:stcroix;,correct,1.0,,,0.0,7.98253870010376,255,12808,273
waypoint,Type:waypoint;IngressNodeRegex:^nodeid33$|^nodeid38$|^nodeid1$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid33;,wrong,3.0,['nodeid1'],"[""('nodeid33', 'nodeid49')"", ""('nodeid38', 'columbia')""]",1.0,1.5550827980041504,255,12809,272
waypoint,Type:waypoint;IngressNodeRegex:^nodeid33$|^nodeid38$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid33;,wrong,2.0,['nodeid38'],"[""('belize', 'mexico')"", ""('nodeid33', 'usa')""]",1.0,2.536647319793701,255,12810,271
waypoint,Type:waypoint;IngressNodeRegex:^nodeid33$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid33;,correct,1.0,,,0.0,8.250154495239258,256,12810,270
waypoint,Type:waypoint;IngressNodeRegex:^nodeid9$|^nodeid27$|^costarica$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid9;,wrong,3.0,['costarica'],"[""('nodeid38', 'columbia')"", ""('nodeid46', 'nodeid29')""]",1.0,2.372710943222046,256,12811,269
waypoint,Type:waypoint;IngressNodeRegex:^nodeid9$|^nodeid27$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid9;,wrong,2.0,['nodeid27'],"[""('nodeid27', 'nodeid0')"", ""('nodeid27', 'nodeid9')""]",1.0,2.1055619716644287,256,12812,268
waypoint,Type:waypoint;IngressNodeRegex:^nodeid9$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid9;,correct,1.0,,,0.0,9.045388460159302,257,12812,267
waypoint,Type:waypoint;IngressNodeRegex:^nodeid67$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid67;,correct,1.0,,,0.0,9.176011085510254,258,12812,266
waypoint,Type:waypoint;IngressNodeRegex:^nodeid59$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid59;,correct,1.0,,,0.0,7.652083158493042,259,12812,265
waypoint,Type:waypoint;IngressNodeRegex:^nodeid38$|^nodeid1$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:usa;,wrong,2.0,['nodeid1'],"[""('nodeid46', 'nodeid29')"", ""('columbia', 'nodeid1')""]",1.0,2.054194450378418,259,12813,264
waypoint,Type:waypoint;IngressNodeRegex:^nodeid38$;FinalNodeRegex:nodeid49;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:usa;,wrong,1.0,['nodeid38'],"[""('nodeid38', 'usa')"", ""('venezuela', 'curacao')""]",1.0,1.2339818477630615,259,12814,263
waypoint,Type:waypoint;IngressNodeRegex:^nodeid33$;FinalNodeRegex:nodeid27;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:2;Environment:;Waypoints:nodeid33;,correct,1.0,,,0.0,9.741242170333862,260,12814,262
